,team,result,details,drive_start,game_id
363,nyj,PUNT,"4 PLAYS, 19 YARDS, 2:11",1st & 10 at NYJ 36,401326324
364,atl,FUMBLE,"10 PLAYS, 68 YARDS, 4:21",1st & 10 at ATL 9,401326324
365,nyj,PUNT,"3 PLAYS, -1 YARD, 1:46",1st & 10 at NYJ 20,401326324
366,atl,PUNT,"8 PLAYS, 27 YARDS, 5:58",1st & 10 at ATL 31,401326324
367,nyj,TOUCHDOWN,"4 PLAYS, 90 YARDS, 2:35",1st & 10 at NYJ 10,401326324
368,atl,TOUCHDOWN,"9 PLAYS, 75 YARDS, 4:36",1st & 10 at ATL 25,401326324
369,nyj,FIELD GOAL,"12 PLAYS, 44 YARDS, 2:02",1st & 10 at NYJ 25,401326324
370,atl,END OF GAME,"1 PLAY, -1 YARD, 0:17",1st & 10 at NYJ 44,401326324
371,mia,TOUCHDOWN,"13 PLAYS, 75 YARDS, 7:15",1st & 10 at MIA 25,401326325
372,jax,FIELD GOAL,"8 PLAYS, 56 YARDS, 3:56",1st & 10 at JAX 22,401326325
373,mia,FIELD GOAL,"9 PLAYS, 66 YARDS, 4:34",1st & 10 at MIA 19,401326325
374,jax,PUNT,"3 PLAYS, -5 YARDS, 1:36",1st & 10 at JAX 25,401326325
375,mia,PUNT,"4 PLAYS, 22 YARDS, 2:06",1st & 10 at MIA 35,401326325
376,jax,PUNT,"3 PLAYS, -2 YARDS, 1:44",1st & 10 at JAX 13,401326325
377,mia,FIELD GOAL,"8 PLAYS, 32 YARDS, 3:11",1st & 10 at JAX 38,401326325
378,jax,PUNT,"8 PLAYS, 35 YARDS, 3:33",1st & 10 at JAX 25,401326325
379,mia,PUNT,"3 PLAYS, 9 YARDS, 0:20",1st & 10 at MIA 3,401326325
380,jax,TOUCHDOWN,"6 PLAYS, 49 YARDS, 1:05",1st & 10 at MIA 49,401326325
381,mia,MISSED FG,"6 PLAYS, 35 YARDS, 0:40",1st & 10 at MIA 25,401326325
382,jax,TOUCHDOWN,"5 PLAYS, 75 YARDS, 2:31",1st & 10 at JAX 25,401326325
383,mia,PUNT,"9 PLAYS, 27 YARDS, 6:28",1st & 10 at MIA 23,401326325
384,jax,FUMBLE,"8 PLAYS, 48 YARDS, 4:43",1st & 10 at JAX 18,401326325
385,mia,INTERCEPTION,"1 PLAY, 0 YARDS, 0:11",1st & 10 at MIA 34,401326325
386,jax,DOWNS,"5 PLAYS, 30 YARDS, 1:52",1st & 10 at MIA 39,401326325
387,mia,TOUCHDOWN,"7 PLAYS, 91 YARDS, 3:53",1st & 10 at MIA 9,401326325
388,jax,PUNT,"5 PLAYS, 19 YARDS, 1:39",1st & 10 at JAX 13,401326325
389,mia,PUNT,"4 PLAYS, 16 YARDS, 2:04",1st & 10 at MIA 25,401326325
390,jax,FIELD GOAL,"9 PLAYS, 44 YARDS, 2:59",1st & 10 at JAX 20,401326325
391,mia,DOWNS,"7 PLAYS, 21 YARDS, 1:58",1st & 10 at MIA 25,401326325
392,jax,FIELD GOAL,"5 PLAYS, 11 YARDS, 1:42",1st & 10 at MIA 46,401326325
393,tb,PUNT,"6 PLAYS, 3 YARDS, 3:36",1st & 10 at TB 10,401326351
394,cin,FUMBLE,"6 PLAYS, 38 YARDS, 3:05",1st & 10 at CIN 43,401326351
395,tb,TOUCHDOWN,"15 PLAYS, 79 YARDS, 6:13",1st & 10 at TB 21,401326351
396,cin,FUMBLE,"7 PLAYS, 39 YARDS, 4:23",1st & 10 at CIN 43,401326351
397,tb,DOWNS,"12 PLAYS, 46 YARDS, 6:31",1st & 10 at TB 12,401326351
398,cin,INTERCEPTION,"1 PLAY, -10 YARDS, 0:44",1st & 10 at CIN 42,401326351
399,cin,TOUCHDOWN,"10 PLAYS, 69 YARDS, 5:15",1st & 10 at CIN 31,401326351
400,tb,END OF HALF,"1 PLAY, -1 YARD, 0:13",1st & 10 at TB 18,401326351
401,cin,PUNT,"3 PLAYS, 1 YARD, 1:27",1st & 10 at CIN 21,401326351
402,tb,INTERCEPTION,"3 PLAYS, 3 YARDS, 1:01",1st & 10 at TB 33,401326351
403,cin,FIELD GOAL,"6 PLAYS, 13 YARDS, 3:14",1st & 10 at TB 35,401326351
404,tb,INTERCEPTION,"3 PLAYS, 17 YARDS, 0:50",1st & 10 at TB 18,401326351
405,cin,FIELD GOAL,"5 PLAYS, 22 YARDS, 1:12",1st & 10 at TB 28,401326351
406,tb,PUNT,"3 PLAYS, 0 YARDS, 1:03",1st & 10 at TB 18,401326351
407,cin,FIELD GOAL,"12 PLAYS, 48 YARDS, 6:10",1st & 10 at CIN 39,401326351
408,tb,PUNT,"8 PLAYS, 20 YARDS, 3:11",,401326351
409,cin,INTERCEPTION TOUCHDOWN,"2 PLAYS, 1 YARD, 0:42",1st & 10 at CIN 12,401326351
410,cin,PUNT,"5 PLAYS, 17 YARDS, 3:29",1st & 10 at CIN 25,401326351
411,tb,PUNT,"5 PLAYS, 6 YARDS, 1:49",1st & 10 at TB 20,401326351
412,cin,PUNT,"3 PLAYS, -6 YARDS, 1:25",1st & 10 at CIN 33,401326351
413,tb,PUNT,"3 PLAYS, -5 YARDS, 1:02",1st & 10 at TB 40,401326351
414,cin,FIELD GOAL,"8 PLAYS, 55 YARDS, 3:09",1st & 10 at CIN 25,401326351
415,tb,END OF GAME,"1 PLAY, -7 YARDS, 0:16",1st & 10 at TB 25,401326351
416,wsh,PUNT,"5 PLAYS, 34 YARDS, 3:06",1st & 10 at WSH 25,401326352
417,ne,PUNT,"3 PLAYS, -3 YARDS, 0:48",1st & 10 at NE 20,401326352
418,wsh,MISSED FG,"10 PLAYS, 43 YARDS, 3:40",1st & 10 at WSH 36,401326352
419,ne,FIELD GOAL,"9 PLAYS, 54 YARDS, 4:14",1st & 10 at NE 30,401326352
420,wsh,PUNT,"4 PLAYS, 17 YARDS, 2:17",1st & 10 at WSH 25,401326352
421,ne,FIELD GOAL,"10 PLAYS, 43 YARDS, 3:25",1st & 10 at NE 26,401326352
422,wsh,PUNT,"11 PLAYS, 40 YARDS, 5:53",1st & 10 at WSH 8,401326352
423,ne,PUNT,"4 PLAYS, 15 YARDS, 3:14",1st & 10 at NE 20,401326352
424,wsh,TOUCHDOWN,"12 PLAYS, 64 YARDS, 3:15",1st & 10 at WSH 36,401326352
425,ne,END OF HALF,"1 PLAY, -1 YARD, 0:08",1st & 10 at NE 29,401326352
426,ne,FIELD GOAL,"13 PLAYS, 53 YARDS, 5:12",1st & 10 at NE 25,401326352
427,wsh,PUNT,"3 PLAYS, 6 YARDS, 1:54",1st & 10 at WSH 25,401326352
428,ne,PUNT,"3 PLAYS, 9 YARDS, 2:07",1st & 10 at NE 19,401326352
429,wsh,MISSED FG,"9 PLAYS, 29 YARDS, 3:42",1st & 10 at WSH 39,401326352
430,ne,PUNT,"3 PLAYS, -14 YARDS, 1:00",1st & 10 at NE 40,401326352
431,wsh,INTERCEPTION,"6 PLAYS, 17 YARDS, 2:25",1st & 10 at WSH 23,401326352
432,ne,TOUCHDOWN,"5 PLAYS, 19 YARDS, 2:06",1st & 10 at WSH 19,401326352
433,wsh,PUNT,"5 PLAYS, 13 YARDS, 2:39",1st & 10 at WSH 25,401326352
434,ne,PUNT,"5 PLAYS, 18 YARDS, 2:27",1st & 10 at NE 13,401326352
435,wsh,TOUCHDOWN,"15 PLAYS, 92 YARDS, 5:02",1st & 10 at WSH 8,401326352
436,ne,TOUCHDOWN,"3 PLAYS, 92 YARDS, 0:22",1st & 10 at NE 8,401326352
437,wsh,END OF GAME,"2 PLAYS, 12 YARDS, 1:04",1st & 10 at WSH 28,401326352
438,mia,PUNT,"3 PLAYS, -7 YARDS, 2:15",1st & 10 at MIA 25,401326353
439,buf,TOUCHDOWN,"2 PLAYS, 46 YARDS, 0:12",1st & 10 at MIA 46,401326353
440,mia,DOWNS,"5 PLAYS, 26 YARDS, 1:52",1st & 10 at MIA 26,401326353
441,buf,TOUCHDOWN,"7 PLAYS, 52 YARDS, 3:39",1st & 10 at BUF 48,401326353
442,mia,PUNT,"3 PLAYS, 2 YARDS, 1:46",1st & 10 at MIA 25,401326353
443,buf,FUMBLE,"3 PLAYS, 17 YARDS, 1:25",1st & 10 at BUF 26,401326353
444,mia,INTERCEPTION,"4 PLAYS, 11 YARDS, 1:55",1st & 10 at BUF 42,401326353
445,buf,PUNT,"3 PLAYS, -1 YARD, 1:05",1st & 10 at BUF 29,401326353
446,mia,FUMBLE,"13 PLAYS, 68 YARDS, 5:58",1st & 10 at MIA 21,401326353
447,buf,INTERCEPTION,"5 PLAYS, 5 YARDS, 2:07",1st & 10 at BUF 11,401326353
448,mia,DOWNS,"4 PLAYS, 9 YARDS, 2:08",1st & 10 at BUF 24,401326353
449,buf,PUNT,"3 PLAYS, 9 YARDS, 2:17",1st & 10 at BUF 15,401326353
450,mia,PUNT,"9 PLAYS, 27 YARDS, 2:06",1st & 10 at MIA 35,401326353
451,buf,PUNT,"4 PLAYS, 1 YARD, 0:46",1st & 10 at BUF 8,401326353
452,buf,MISSED FG,"4 PLAYS, 7 YARDS, 0:23",1st & 10 at MIA 42,401326353
453,mia,END OF HALF,"1 PLAY, -1 YARD, 0:06",1st & 10 at MIA 42,401326353
454,buf,TOUCHDOWN,"8 PLAYS, 75 YARDS, 3:12",1st & 10 at BUF 25,401326353
455,mia,PUNT,"6 PLAYS, 16 YARDS, 2:49",1st & 10 at MIA 25,401326353
456,buf,PUNT,"5 PLAYS, 23 YARDS, 2:38",1st & 10 at BUF 23,401326353
457,mia,DOWNS,"7 PLAYS, 21 YARDS, 2:22",1st & 10 at MIA 20,401326353
458,buf,TOUCHDOWN,"11 PLAYS, 41 YARDS, 5:21",1st & 10 at MIA 41,401326353
459,mia,PUNT,"3 PLAYS, -11 YARDS, 1:40",1st & 10 at MIA 25,401326353
460,buf,TOUCHDOWN,"8 PLAYS, 62 YARDS, 4:13",1st & 10 at BUF 38,401326353
461,mia,DOWNS,"12 PLAYS, 56 YARDS, 6:37",1st & 10 at MIA 25,401326353
462,buf,END OF GAME,"2 PLAYS, -2 YARDS, 1:08",1st & 10 at BUF 19,401326353
463,ne,PUNT,"9 PLAYS, 35 YARDS, 6:32",1st & 10 at NE 25,401326354
464,nyj,INTERCEPTION,"2 PLAYS, 8 YARDS, 0:43",1st & 10 at NYJ 8,401326354
465,ne,FIELD GOAL,"6 PLAYS, 7 YARDS, 2:59",1st & 10 at NYJ 35,401326354
466,nyj,INTERCEPTION,"2 PLAYS, 13 YARDS, 0:36",1st & 10 at NYJ 40,401326354
467,ne,TOUCHDOWN,"6 PLAYS, 72 YARDS, 3:13",1st & 10 at NE 28,401326354
468,nyj,FIELD GOAL,"11 PLAYS, 59 YARDS, 6:05",1st & 10 at NYJ 38,401326354
469,ne,PUNT,"3 PLAYS, -16 YARDS, 1:58",1st & 10 at NE 25,401326354
470,nyj,INTERCEPTION,"4 PLAYS, 23 YARDS, 2:04",1st & 10 at NYJ 49,401326354
471,ne,PUNT,"4 PLAYS, 25 YARDS, 1:48",1st & 10 at NE 38,401326354
472,nyj,PUNT,"3 PLAYS, 7 YARDS, 1:53",1st & 10 at NYJ 17,401326354
473,ne,FIELD GOAL,"10 PLAYS, 38 YARDS, 1:56",1st & 10 at NE 31,401326354
474,nyj,END OF HALF,"1 PLAY, -1 YARD, 0:13",1st & 10 at NYJ 25,401326354
475,nyj,INTERCEPTION,"7 PLAYS, 2 YARDS, 3:45",1st & 10 at NYJ 22,401326354
476,ne,TOUCHDOWN,"2 PLAYS, 35 YARDS, 0:51",1st & 10 at NYJ 35,401326354
477,nyj,MISSED FG,"10 PLAYS, 55 YARDS, 5:44",1st & 10 at NYJ 10,401326354
478,ne,FIELD GOAL,"8 PLAYS, 43 YARDS, 3:31",1st & 10 at NE 43,401326354
479,nyj,DOWNS,"7 PLAYS, 27 YARDS, 3:27",1st & 10 at NYJ 26,401326354
480,ne,PUNT,"3 PLAYS, 0 YARDS, 1:30",1st & 10 at NE 48,401326354
481,nyj,FIELD GOAL,"12 PLAYS, 66 YARDS, 5:01",1st & 10 at NYJ 17,401326354
482,ne,PUNT,"3 PLAYS, 1 YARD, 1:00",1st & 10 at NE 21,401326354
483,nyj,DOWNS,"4 PLAYS, 8 YARDS, 0:40",1st & 10 at NYJ 18,401326354
484,ne,FIELD GOAL,"7 PLAYS, 17 YARDS, 2:34",1st & 10 at NYJ 25,401326354
485,nyj,END OF GAME,"8 PLAYS, 55 YARDS, 1:57",1st & 10 at NYJ 25,401326354
486,sf,PUNT,"3 PLAYS, 6 YARDS, 1:32",1st & 10 at SF 25,401326355
487,phi,PUNT,"5 PLAYS, 18 YARDS, 2:58",1st & 10 at PHI 32,401326355
488,sf,PUNT,"3 PLAYS, -1 YARD, 1:02",1st & 10 at SF 20,401326355
489,phi,FIELD GOAL,"11 PLAYS, 53 YARDS, 4:43",1st & 10 at PHI 21,401326355
490,sf,PUNT,"3 PLAYS, 9 YARDS, 1:26",1st & 10 at SF 25,401326355
491,phi,"BLOCKED FG, DOWNS","10 PLAYS, 54 YARDS, 4:12",1st & 10 at PHI 17,401326355
492,sf,PUNT,"11 PLAYS, 35 YARDS, 6:55",1st & 10 at SF 37,401326355
493,phi,DOWNS,"6 PLAYS, 94 YARDS, 2:52",1st & 10 at PHI 3,401326355
494,sf,TOUCHDOWN,"12 PLAYS, 97 YARDS, 4:08",1st & 10 at SF 3,401326355
495,phi,END OF HALF,"1 PLAY, -1 YARD, 0:12",1st & 10 at PHI 25,401326355
496,phi,PUNT,"3 PLAYS, -2 YARDS, 1:29",1st & 10 at PHI 25,401326355
497,sf,PUNT,"6 PLAYS, 25 YARDS, 3:40",1st & 10 at SF 26,401326355
498,phi,PUNT,"11 PLAYS, 53 YARDS, 5:00",1st & 10 at PHI 7,401326355
499,sf,TOUCHDOWN,"16 PLAYS, 92 YARDS, 8:59",1st & 10 at SF 8,401326355
500,phi,PUNT,"5 PLAYS, 12 YARDS, 2:35",1st & 10 at PHI 20,401326355
501,sf,FIELD GOAL,"9 PLAYS, 53 YARDS, 3:10",1st & 10 at SF 20,401326355
502,phi,TOUCHDOWN,"5 PLAYS, 75 YARDS, 1:05",1st & 10 at PHI 25,401326355
503,sf,END OF GAME,"6 PLAYS, 9 YARDS, 4:02",1st & 10 at SF 14,401326355
504,pit,PUNT,"6 PLAYS, 14 YARDS, 3:33",1st & 10 at PIT 32,401326356
505,lv,PUNT,"6 PLAYS, 19 YARDS, 3:12",1st & 10 at LV 16,401326356
506,pit,INTERCEPTION,"5 PLAYS, 14 YARDS, 2:31",1st & 10 at PIT 8,401326356
507,lv,FIELD GOAL,"5 PLAYS, 12 YARDS, 2:34",1st & 10 at PIT 39,401326356
508,pit,DOWNS,"10 PLAYS, 40 YARDS, 4:38",1st & 10 at PIT 22,401326356
509,lv,FIELD GOAL,"8 PLAYS, 47 YARDS, 3:58",1st & 10 at LV 38,401326356
510,pit,TOUCHDOWN,"7 PLAYS, 75 YARDS, 3:09",1st & 10 at PIT 25,401326356
511,lv,FIELD GOAL,"13 PLAYS, 53 YARDS, 6:23",1st & 10 at LV 25,401326356
512,pit,END OF HALF,"0 PLAYS, 0 YARDS, 0:02",,401326356
513,lv,PUNT,"6 PLAYS, 22 YARDS, 2:45",1st & 10 at LV 25,401326356
514,pit,PUNT,"6 PLAYS, 20 YARDS, 3:04",1st & 10 at PIT 13,401326356
515,lv,TOUCHDOWN,"7 PLAYS, 82 YARDS, 4:09",1st & 10 at LV 18,401326356
516,pit,PUNT,"6 PLAYS, 38 YARDS, 3:19",1st & 10 at PIT 17,401326356
517,lv,PUNT,"7 PLAYS, 47 YARDS, 3:47",1st & 10 at LV 3,401326356
518,pit,TOUCHDOWN,"5 PLAYS, 80 YARDS, 1:41",1st & 10 at PIT 20,401326356
519,lv,TOUCHDOWN,"5 PLAYS, 75 YARDS, 1:40",1st & 10 at LV 25,401326356
520,pit,PUNT,"3 PLAYS, 9 YARDS, 1:12",1st & 10 at PIT 25,401326356
521,lv,PUNT,"4 PLAYS, 14 YARDS, 2:32",1st & 10 at LV 24,401326356
522,pit,FIELD GOAL,"8 PLAYS, 30 YARDS, 2:09",1st & 10 at PIT 32,401326356
523,lv,FIELD GOAL,"7 PLAYS, 46 YARDS, 3:22",1st & 10 at LV 27,401326356
524,pit,END OF GAME,"1 PLAY, 11 YARDS, 0:20",1st & 10 at PIT 25,401326356
525,min,TOUCHDOWN,"2 PLAYS, 75 YARDS, 0:44",1st & 10 at MIN 25,401326357
526,ari,PUNT,"3 PLAYS, 2 YARDS, 2:20",1st & 10 at ARI 25,401326357
527,min,PUNT,"3 PLAYS, 8 YARDS, 1:31",1st & 10 at MIN 25,401326357
528,ari,TOUCHDOWN,"9 PLAYS, 73 YARDS, 4:36",1st & 10 at ARI 27,401326357
529,min,TOUCHDOWN,"9 PLAYS, 75 YARDS, 5:25",1st & 10 at MIN 25,401326357
530,ari,PUNT,"3 PLAYS, 8 YARDS, 1:10",1st & 10 at ARI 25,401326357
531,min,TOUCHDOWN,"9 PLAYS, 84 YARDS, 5:18",1st & 10 at MIN 16,401326357
532,ari,TOUCHDOWN,"10 PLAYS, 75 YARDS, 5:41",1st & 10 at ARI 25,401326357
533,min,PUNT,"3 PLAYS, 9 YARDS, 1:29",1st & 10 at MIN 25,401326357
534,ari,TOUCHDOWN,"1 PLAY, 77 YARDS, 0:13",1st & 10 at ARI 23,401326357
535,min,FIELD GOAL,"8 PLAYS, 41 YARDS, 1:12",1st & 10 at MIN 25,401326357
536,ari,FIELD GOAL,"3 PLAYS, 22 YARDS, 0:21",1st & 10 at ARI 34,401326357
537,ari,INTERCEPTION TOUCHDOWN,"2 PLAYS, 8 YARDS, 1:00",1st & 10 at ARI 24,401326357
538,ari,TOUCHDOWN,"8 PLAYS, 75 YARDS, 4:49",1st & 10 at ARI 25,401326357
539,min,PUNT,"4 PLAYS, 22 YARDS, 2:51",1st & 10 at MIN 18,401326357
540,ari,INTERCEPTION,"5 PLAYS, 44 YARDS, 2:51",1st & 10 at ARI 18,401326357
541,min,FIELD GOAL,"10 PLAYS, 35 YARDS, 4:17",1st & 10 at MIN 31,401326357
542,ari,PUNT,"5 PLAYS, 9 YARDS, 3:49",1st & 10 at ARI 25,401326357
543,min,PUNT,"3 PLAYS, 7 YARDS, 1:32",1st & 10 at MIN 2,401326357
544,ari,FIELD GOAL,"10 PLAYS, 55 YARDS, 4:26",1st & 10 at ARI 36,401326357
545,min,PUNT,"3 PLAYS, 4 YARDS, 1:40",1st & 10 at MIN 25,401326357
546,ari,PUNT,"3 PLAYS, 1 YARD, 0:36",1st & 10 at ARI 39,401326357
547,min,MISSED FG,"9 PLAYS, 58 YARDS, 2:09",2nd & 7 at MIN 26,401326357
548,tb,TOUCHDOWN,"6 PLAYS, 75 YARDS, 2:38",1st & 10 at TB 25,401326358
549,atl,PUNT,"3 PLAYS, 7 YARDS, 1:09",1st & 10 at ATL 27,401326358
550,tb,FUMBLE,"8 PLAYS, 39 YARDS, 3:33",1st & 10 at TB 36,401326358
551,atl,PUNT,"6 PLAYS, 17 YARDS, 3:49",1st & 10 at ATL 29,401326358
552,tb,PUNT,"3 PLAYS, 2 YARDS, 0:58",1st & 10 at TB 20,401326358
553,atl,DOWNS,"4 PLAYS, 9 YARDS, 1:52",1st & 10 at ATL 36,401326358
554,tb,TOUCHDOWN,"5 PLAYS, 46 YARDS, 1:54",1st & 10 at ATL 46,401326358
555,atl,TOUCHDOWN,"5 PLAYS, 66 YARDS, 2:19",1st & 10 at ATL 34,401326358
556,tb,PUNT,"6 PLAYS, 24 YARDS, 1:43",1st & 10 at TB 24,401326358
557,atl,PUNT,"9 PLAYS, 34 YARDS, 5:51",1st & 10 at ATL 11,401326358
558,tb,TOUCHDOWN,"8 PLAYS, 85 YARDS, 3:31",1st & 10 at TB 15,401326358
559,atl,FIELD GOAL,"4 PLAYS, 47 YARDS, 0:43",1st & 10 at ATL 35,401326358
560,atl,INTERCEPTION,"2 PLAYS, 8 YARDS, 0:41",1st & 10 at ATL 12,401326358
561,tb,TOUCHDOWN,"4 PLAYS, 18 YARDS, 1:36",1st & 10 at ATL 18,401326358
562,atl,TOUCHDOWN,"13 PLAYS, 75 YARDS, 6:08",1st & 10 at ATL 25,401326358
563,tb,PUNT,"3 PLAYS, -15 YARDS, 1:54",1st & 10 at TB 25,401326358
564,atl,TOUCHDOWN,"6 PLAYS, 46 YARDS, 2:56",1st & 10 at TB 46,401326358
565,tb,PUNT,"7 PLAYS, 7 YARDS, 3:41",1st & 10 at TB 32,401326358
566,atl,PUNT,"3 PLAYS, 6 YARDS, 2:11",1st & 10 at ATL 4,401326358
567,tb,TOUCHDOWN,"3 PLAYS, 43 YARDS, 1:35",1st & 10 at ATL 43,401326358
568,atl,INTERCEPTION TOUCHDOWN,"3 PLAYS, 6 YARDS, 1:25",1st & 10 at ATL 25,401326358
569,atl,DOWNS,"5 PLAYS, 19 YARDS, 2:14",1st & 10 at ATL 25,401326358
570,tb,DOWNS,"4 PLAYS, 9 YARDS, 1:31",1st & 10 at ATL 43,401326358
571,atl,INTERCEPTION TOUCHDOWN,"1 PLAY, 0 YARDS, 0:07",1st & 10 at ATL 34,401326358
572,atl,DOWNS,"6 PLAYS, 17 YARDS, 2:06",1st & 10 at ATL 31,401326358
573,tb,END OF GAME,"3 PLAYS, -3 YARDS, 1:55",1st & 10 at ATL 48,401326358
574,dal,TOUCHDOWN,"15 PLAYS, 78 YARDS, 6:51",1st & 10 at DAL 22,401326359
575,lac,INTERCEPTION,"3 PLAYS, 42 YARDS, 1:09",1st & 10 at LAC 25,401326359
576,dal,INTERCEPTION,"3 PLAYS, 25 YARDS, 1:04",1st & 10 at DAL 20,401326359
577,lac,FIELD GOAL,"5 PLAYS, 17 YARDS, 2:24",1st & 10 at DAL 45,401326359
578,dal,TOUCHDOWN,"7 PLAYS, 75 YARDS, 3:15",1st & 10 at DAL 25,401326359
579,lac,TOUCHDOWN,"10 PLAYS, 75 YARDS, 5:28",1st & 10 at LAC 25,401326359
580,dal,DOWNS,"8 PLAYS, 36 YARDS, 4:56",1st & 10 at DAL 23,401326359
581,lac,MISSED FG,"12 PLAYS, 33 YARDS, 4:50",1st & 10 at LAC 41,401326359
582,dal,END OF HALF,"1 PLAY, 48 YARDS, 0:03",1st & 10 at DAL 49,401326359
583,lac,FIELD GOAL,"13 PLAYS, 61 YARDS, 5:38",1st & 10 at LAC 25,401326359
584,dal,PUNT,"7 PLAYS, 28 YARDS, 4:20",1st & 10 at DAL 25,401326359
585,lac,INTERCEPTION,"11 PLAYS, 82 YARDS, 4:57",1st & 10 at LAC 9,401326359
586,dal,FIELD GOAL,"10 PLAYS, 64 YARDS, 4:40",1st & 10 at DAL 20,401326359
587,lac,FIELD GOAL,"12 PLAYS, 64 YARDS, 6:31",1st & 10 at LAC 25,401326359
588,dal,FIELD GOAL,"11 PLAYS, 49 YARDS, 3:54",1st & 10 at DAL 13,401326359
589,sea,PUNT,"3 PLAYS, 9 YARDS, 1:20",1st & 10 at SEA 25,401326360
590,ten,PUNT,"3 PLAYS, 9 YARDS, 2:17",1st & 10 at TEN 20,401326360
591,sea,FIELD GOAL,"5 PLAYS, 57 YARDS, 1:58",1st & 10 at SEA 30,401326360
592,ten,FIELD GOAL,"13 PLAYS, 70 YARDS, 6:40",1st & 10 at TEN 15,401326360
593,sea,PUNT,"9 PLAYS, 23 YARDS, 4:58",1st & 10 at SEA 25,401326360
594,ten,FIELD GOAL,"7 PLAYS, 68 YARDS, 4:29",1st & 10 at TEN 20,401326360
595,sea,TOUCHDOWN,"3 PLAYS, 83 YARDS, 1:44",1st & 10 at SEA 17,401326360
596,ten,FUMBLE,"2 PLAYS, -10 YARDS, 0:46",1st & 10 at TEN 16,401326360
597,sea,TOUCHDOWN,"2 PLAYS, 6 YARDS, 0:28",1st & Goal at TEN 6,401326360
598,ten,FIELD GOAL,"8 PLAYS, 63 YARDS, 4:15",1st & 10 at TEN 31,401326360
599,sea,TOUCHDOWN,"7 PLAYS, 75 YARDS, 0:48",1st & 10 at SEA 25,401326360
600,ten,END OF HALF,"1 PLAY, -1 YARD, 0:17",1st & 10 at TEN 27,401326360
601,ten,TOUCHDOWN,"8 PLAYS, 80 YARDS, 4:23",1st & 10 at TEN 20,401326360
602,sea,PUNT,"8 PLAYS, 41 YARDS, 4:56",1st & 10 at SEA 11,401326360
603,ten,MISSED FG,"12 PLAYS, 66 YARDS, 5:41",1st & 10 at TEN 8,401326360
604,sea,TOUCHDOWN,"3 PLAYS, 66 YARDS, 1:54",1st & 10 at SEA 34,401326360
605,ten,TOUCHDOWN,"2 PLAYS, 75 YARDS, 0:49",1st & 10 at TEN 25,401326360
606,sea,PUNT,"3 PLAYS, 8 YARDS, 1:34",1st & 10 at SEA 25,401326360
607,ten,DOWNS,"10 PLAYS, 53 YARDS, 4:57",1st & 10 at TEN 18,401326360
608,sea,PUNT,"3 PLAYS, 5 YARDS, 1:33",1st & 10 at SEA 30,401326360
609,ten,TOUCHDOWN,"12 PLAYS, 68 YARDS, 3:44",1st & 10 at TEN 32,401326360
610,sea,END OF HALF,"4 PLAYS, 42 YARDS, 0:29",1st & 10 at SEA 28,401326360
611,ten,PUNT,"5 PLAYS, 16 YARDS, 1:41",1st & 10 at TEN 18,401326360
612,sea,PUNT,"3 PLAYS, -12 YARDS, 1:00",1st & 10 at SEA 13,401326360
613,ten,FIELD GOAL,"5 PLAYS, 21 YARDS, 2:34",1st & 10 at SEA 39,401326360
614,bal,INTERCEPTION TOUCHDOWN,"3 PLAYS, 2 YARDS, 0:50",1st & 10 at BAL 25,401326361
615,bal,TOUCHDOWN,"6 PLAYS, 75 YARDS, 3:34",1st & 10 at BAL 25,401326361
616,kc,TOUCHDOWN,"8 PLAYS, 92 YARDS, 4:31",1st & 10 at KC 8,401326361
617,bal,INTERCEPTION,"9 PLAYS, 47 YARDS, 4:52",1st & 10 at BAL 25,401326361
618,kc,PUNT,"4 PLAYS, -1 YARD, 1:53",1st & 10 at KC 14,401326361
619,bal,PUNT,"3 PLAYS, 7 YARDS, 2:15",1st & 10 at BAL 33,401326361
620,kc,PUNT,"7 PLAYS, 28 YARDS, 3:13",1st & 10 at KC 11,401326361
621,bal,TOUCHDOWN,"9 PLAYS, 72 YARDS, 5:31",1st & 10 at BAL 28,401326361
622,kc,TOUCHDOWN,"7 PLAYS, 67 YARDS, 2:30",1st & 10 at KC 33,401326361
623,bal,FIELD GOAL,"7 PLAYS, 50 YARDS, 0:48",1st & 10 at BAL 25,401326361
624,kc,END OF HALF,"0 PLAYS, 0 YARDS, 0:03",,401326361
625,kc,TOUCHDOWN,"5 PLAYS, 74 YARDS, 3:07",1st & 10 at KC 26,401326361
626,bal,TOUCHDOWN,"4 PLAYS, 75 YARDS, 2:23",1st & 10 at BAL 25,401326361
627,kc,TOUCHDOWN,"6 PLAYS, 75 YARDS, 2:40",1st & 10 at KC 25,401326361
628,bal,PUNT,"4 PLAYS, -9 YARDS, 3:36",1st & 10 at BAL 25,401326361
629,kc,INTERCEPTION,"3 PLAYS, -2 YARDS, 1:13",1st & 10 at BAL 49,401326361
630,bal,TOUCHDOWN,"5 PLAYS, 56 YARDS, 2:48",1st & 10 at BAL 44,401326361
631,kc,PUNT,"5 PLAYS, 13 YARDS, 2:57",1st & 10 at KC 23,401326361
632,bal,TOUCHDOWN,"14 PLAYS, 68 YARDS, 8:02",1st & 10 at BAL 32,401326361
633,kc,FUMBLE,"4 PLAYS, 41 YARDS, 1:54",1st & 10 at KC 25,401326361
634,bal,END OF GAME,"5 PLAYS, 10 YARDS, 1:20",1st & 10 at BAL 34,401326361
