,team,result,details,drive_start,game_id
2617,bal,FIELD GOAL,"10 PLAYS, 72 YARDS, 5:17",1st & 10 at BAL 10,401326452
2618,ne,PUNT,"6 PLAYS, 20 YARDS, 4:41",1st & 10 at NE 25,401326453
2619,car,PUNT,"3 PLAYS, 1 YARD, 1:16",1st & 10 at CAR 20,401326453
2620,ne,PUNT,"6 PLAYS, 13 YARDS, 3:28",1st & 10 at NE 40,401326453
2621,car,PUNT,"5 PLAYS, 6 YARDS, 3:36",1st & 10 at CAR 5,401326453
2622,ne,FUMBLE,"3 PLAYS, -7 YARDS, 1:29",1st & 10 at NE 47,401326453
2623,car,FIELD GOAL,"7 PLAYS, 12 YARDS, 3:23",1st & 10 at NE 33,401326453
2624,ne,TOUCHDOWN,"8 PLAYS, 75 YARDS, 3:48",1st & 10 at NE 25,401326453
2625,car,PUNT,"3 PLAYS, 3 YARDS, 1:12",1st & 10 at CAR 20,401326453
2626,ne,INTERCEPTION,"2 PLAYS, 3 YARDS, 0:45",1st & 10 at NE 38,401326453
2627,car,FIELD GOAL,"6 PLAYS, 3 YARDS, 1:54",1st & 10 at NE 34,401326453
2628,ne,TOUCHDOWN,"10 PLAYS, 75 YARDS, 4:04",1st & 10 at NE 25,401326453
2629,car,END OF HALF,"1 PLAY, 5 YARDS, 0:24",1st & 10 at CAR 25,401326453
2630,car,PUNT,"3 PLAYS, 4 YARDS, 1:42",1st & 10 at CAR 26,401326453
2631,ne,PUNT,"3 PLAYS, 1 YARD, 1:24",1st & 10 at NE 32,401326453
2632,car,INTERCEPTION TOUCHDOWN,"8 PLAYS, 64 YARDS, 4:59",1st & 10 at CAR 16,401326453
2633,car,INTERCEPTION,"6 PLAYS, 22 YARDS, 2:51",1st & 10 at CAR 25,401326453
2634,ne,FIELD GOAL,"6 PLAYS, 24 YARDS, 1:44",1st & 10 at CAR 43,401326453
2635,car,INTERCEPTION,"8 PLAYS, 61 YARDS, 3:49",1st & 10 at CAR 25,401326453
2636,ne,MISSED FG,"12 PLAYS, 44 YARDS, 7:37",1st & 10 at NE 20,401326453
2637,car,DOWNS,"9 PLAYS, 14 YARDS, 2:25",1st & 10 at CAR 44,401326453
2638,ne,END OF GAME,"5 PLAYS, 13 YARDS, 3:29",1st & 10 at NE 42,401326453
2639,cin,INTERCEPTION TOUCHDOWN,"11 PLAYS, 75 YARDS, 6:17",1st & 10 at CIN 22,401326454
2640,cin,TOUCHDOWN,"9 PLAYS, 75 YARDS, 4:33",1st & 10 at CIN 25,401326454
2641,cle,TOUCHDOWN,"9 PLAYS, 75 YARDS, 4:25",1st & 10 at CLE 25,401326454
2642,cin,DOWNS,"8 PLAYS, 34 YARDS, 4:27",1st & 10 at CIN 26,401326454
2643,cle,TOUCHDOWN,"1 PLAY, 60 YARDS, 0:08",1st & 10 at CLE 40,401326454
2644,cin,FUMBLE,"5 PLAYS, 26 YARDS, 2:39",1st & 10 at CIN 18,401326454
2645,cle,FIELD GOAL,"6 PLAYS, 20 YARDS, 3:21",1st & 10 at CIN 30,401326454
2646,cin,FIELD GOAL,"10 PLAYS, 68 YARDS, 4:08",1st & 10 at CIN 23,401326454
2647,cle,END OF HALF,"0 PLAYS, 0 YARDS, 0:02",,401326454
2648,cle,PUNT,"6 PLAYS, 28 YARDS, 3:21",1st & 10 at CLE 25,401326454
2649,cin,PUNT,"5 PLAYS, 20 YARDS, 3:25",1st & 10 at CIN 13,401326454
2650,cle,TOUCHDOWN,"2 PLAYS, 70 YARDS, 0:14",1st & 10 at CLE 30,401326454
2651,cin,INTERCEPTION,"3 PLAYS, 6 YARDS, 1:26",1st & 10 at CIN 25,401326454
2652,cle,FIELD GOAL,"4 PLAYS, 2 YARDS, 1:20",1st & 8 at CIN 8,401326454
2653,cin,PUNT,"3 PLAYS, 0 YARDS, 1:55",1st & 10 at CIN 25,401326454
2654,cle,PUNT,"3 PLAYS, -4 YARDS, 2:12",1st & 10 at CLE 30,401326454
2655,cin,TOUCHDOWN,"7 PLAYS, 60 YARDS, 2:16",1st & 10 at CIN 40,401326454
2656,cle,MISSED FG,"9 PLAYS, 48 YARDS, 4:47",1st & 10 at CLE 25,401326454
2657,cin,DOWNS,"4 PLAYS, -4 YARDS, 2:05",1st & 10 at CIN 35,401326454
2658,cle,TOUCHDOWN,"6 PLAYS, 30 YARDS, 2:32",1st & 10 at CIN 30,401326454
2659,cin,PUNT,"4 PLAYS, 20 YARDS, 1:08",1st & 10 at CIN 25,401326454
2660,cle,PUNT,"3 PLAYS, 8 YARDS, 2:16",1st & 10 at CLE 19,401326454
2661,cin,END OF GAME,"2 PLAYS, 11 YARDS, 1:03",1st & 10 at CIN 35,401326454
2662,dal,DOWNS,"4 PLAYS, 8 YARDS, 1:26",1st & 10 at DEN 47,401326455
2663,den,PUNT,"3 PLAYS, -10 YARDS, 1:39",1st & 10 at DEN 39,401326455
2664,dal,DOWNS,"9 PLAYS, 58 YARDS, 3:48",1st & 10 at DAL 22,401326455
2665,den,TOUCHDOWN,"11 PLAYS, 80 YARDS, 6:19",1st & 10 at DEN 20,401326455
2666,dal,PUNT,"4 PLAYS, 20 YARDS, 1:48",1st & 10 at DAL 25,401326455
2667,den,TOUCHDOWN,"6 PLAYS, 80 YARDS, 2:47",1st & 10 at DEN 20,401326455
2668,dal,PUNT,"4 PLAYS, 20 YARDS, 1:25",1st & 10 at DAL 25,401326455
2669,den,FIELD GOAL,"11 PLAYS, 45 YARDS, 7:07",1st & 10 at DEN 20,401326455
2670,dal,PUNT,"5 PLAYS, 8 YARDS, 2:02",1st & 10 at DAL 25,401326455
2671,den,END OF HALF,"6 PLAYS, 30 YARDS, 1:39",1st & 10 at DEN 12,401326455
2672,den,PUNT,"3 PLAYS, -4 YARDS, 2:17",1st & 10 at DEN 21,401326455
2673,den,FIELD GOAL,"10 PLAYS, 72 YARDS, 4:35",1st & 10 at DEN 19,401326455
2674,dal,DOWNS,"4 PLAYS, 9 YARDS, 1:21",1st & 10 at DAL 31,401326455
2675,den,MISSED FG,"4 PLAYS, 5 YARDS, 2:04",1st & 10 at DAL 40,401326455
2676,dal,PUNT,"3 PLAYS, 4 YARDS, 0:55",1st & 10 at DAL 43,401326455
2677,den,TOUCHDOWN,"13 PLAYS, 85 YARDS, 7:30",1st & 10 at DEN 15,401326455
2678,dal,INTERCEPTION,"4 PLAYS, 3 YARDS, 1:31",1st & 10 at DAL 25,401326455
2679,den,FIELD GOAL,"5 PLAYS, 15 YARDS, 3:15",1st & 10 at DAL 39,401326455
2680,dal,TOUCHDOWN,"9 PLAYS, 75 YARDS, 2:24",1st & 10 at DAL 25,401326455
2681,den,PUNT,"3 PLAYS, 2 YARDS, 1:05",1st & 10 at DEN 22,401326455
2682,dal,TOUCHDOWN,"11 PLAYS, 65 YARDS, 2:08",1st & 10 at DAL 35,401326455
2683,den,END OF GAME,"2 PLAYS, -2 YARDS, 0:55",1st & 10 at DAL 41,401326455
2684,jax,FIELD GOAL,"12 PLAYS, 54 YARDS, 6:03",1st & 10 at JAX 25,401326456
2685,buf,FIELD GOAL,"12 PLAYS, 48 YARDS, 5:03",1st & 10 at BUF 46,401326456
2686,jax,PUNT,"3 PLAYS, -7 YARDS, 1:31",1st & 10 at JAX 25,401326456
2687,buf,FIELD GOAL,"12 PLAYS, 48 YARDS, 6:24",1st & 10 at BUF 29,401326456
2688,jax,FIELD GOAL,"10 PLAYS, 38 YARDS, 5:29",1st & 10 at JAX 25,401326456
2689,buf,PUNT,"5 PLAYS, 12 YARDS, 2:10",1st & 10 at BUF 21,401326456
2690,jax,FUMBLE,"6 PLAYS, 58 YARDS, 1:54",1st & 10 at JAX 22,401326456
2691,buf,PUNT,"5 PLAYS, 9 YARDS, 1:23",1st & 10 at BUF 20,401326456
2692,jax,END OF HALF,"1 PLAY, -1 YARD, 0:03",1st & 10 at JAX 30,401326456
2693,buf,INTERCEPTION,"9 PLAYS, 45 YARDS, 4:54",1st & 10 at BUF 30,401326456
2694,jax,MISSED FG,"8 PLAYS, 49 YARDS, 4:25",1st & 10 at JAX 27,401326456
2695,buf,INTERCEPTION,"6 PLAYS, 8 YARDS, 3:46",1st & 10 at BUF 32,401326456
2696,jax,FIELD GOAL,"10 PLAYS, 27 YARDS, 4:45",1st & 10 at BUF 30,401326456
2697,buf,PUNT,"5 PLAYS, 30 YARDS, 2:14",1st & 10 at BUF 22,401326456
2698,jax,PUNT,"3 PLAYS, 3 YARDS, 1:39",1st & 10 at JAX 20,401326456
2699,buf,FUMBLE,"5 PLAYS, 34 YARDS, 2:47",1st & 10 at BUF 29,401326456
2700,jax,PUNT,"5 PLAYS, 10 YARDS, 2:31",1st & 10 at JAX 37,401326456
2701,buf,DOWNS,"8 PLAYS, 32 YARDS, 1:57",1st & 10 at BUF 20,401326456
2702,jax,PUNT,"3 PLAYS, 1 YARD, 1:02",1st & 10 at JAX 48,401326456
2703,mia,PUNT,"3 PLAYS, 0 YARDS, 0:48",1st & 10 at MIA 23,401326457
2704,hou,INTERCEPTION,"8 PLAYS, 56 YARDS, 3:32",1st & 10 at HOU 28,401326457
2705,mia,TOUCHDOWN,"12 PLAYS, 80 YARDS, 6:03",1st & 10 at MIA 20,401326457
2706,hou,PUNT,"3 PLAYS, 3 YARDS, 0:50",1st & 10 at HOU 25,401326457
2707,mia,INTERCEPTION,"2 PLAYS, 0 YARDS, 0:15",1st & 10 at MIA 29,401326457
2708,hou,PUNT,"6 PLAYS, 7 YARDS, 2:59",1st & 10 at HOU 31,401326457
2709,mia,FUMBLE,"5 PLAYS, 15 YARDS, 2:24",1st & 10 at MIA 17,401326457
2710,hou,FIELD GOAL,"7 PLAYS, 20 YARDS, 3:21",1st & 10 at MIA 33,401326457
2711,mia,PUNT,"3 PLAYS, -2 YARDS, 0:57",1st & 10 at MIA 25,401326457
2712,hou,PUNT,"6 PLAYS, 14 YARDS, 3:21",1st & 10 at HOU 25,401326457
2713,hou,FIELD GOAL,"4 PLAYS, 1 YARD, 0:58",1st & 10 at MIA 23,401326457
2714,mia,FIELD GOAL,"10 PLAYS, 51 YARDS, 3:24",1st & 10 at MIA 25,401326457
2715,hou,INTERCEPTION,"2 PLAYS, -8 YARDS, 0:15",1st & 10 at HOU 26,401326457
2716,mia,TOUCHDOWN,"4 PLAYS, 26 YARDS, 0:24",1st & 10 at HOU 26,401326457
2717,hou,END OF HALF,"1 PLAY, 8 YARDS, 0:29",1st & 10 at HOU 25,401326457
2718,hou,INTERCEPTION,"5 PLAYS, 10 YARDS, 1:56",1st & 10 at HOU 25,401326457
2719,mia,INTERCEPTION,"3 PLAYS, 6 YARDS, 1:25",1st & 10 at HOU 49,401326457
2720,hou,PUNT,"3 PLAYS, -2 YARDS, 1:20",1st & 10 at HOU 44,401326457
2721,mia,PUNT,"14 PLAYS, 52 YARDS, 8:07",1st & 10 at MIA 8,401326457
2722,hou,FIELD GOAL,"14 PLAYS, 92 YARDS, 5:40",1st & 10 at HOU 7,401326457
2723,mia,FUMBLE,"8 PLAYS, 28 YARDS, 3:40",1st & 10 at MIA 32,401326457
2724,hou,PUNT,"5 PLAYS, 13 YARDS, 2:39",1st & 10 at HOU 40,401326457
2725,mia,PUNT,"6 PLAYS, 20 YARDS, 2:16",1st & 10 at MIA 11,401326457
2726,hou,FUMBLE,"2 PLAYS, 15 YARDS, 0:29",1st & 10 at HOU 19,401326457
2727,mia,PUNT,"3 PLAYS, -4 YARDS, 2:01",1st & 10 at HOU 34,401326457
2728,hou,END OF GAME,"4 PLAYS, 13 YARDS, 0:27",1st & 10 at HOU 2,401326457
2729,atl,PUNT,"6 PLAYS, 36 YARDS, 3:26",1st & 10 at ATL 25,401326458
2730,no,PUNT,"7 PLAYS, 30 YARDS, 3:23",1st & 10 at NO 9,401326458
2731,atl,FIELD GOAL,"8 PLAYS, 64 YARDS, 3:45",1st & 10 at ATL 22,401326458
2732,no,PUNT,"9 PLAYS, 30 YARDS, 5:56",1st & 10 at NO 25,401326458
2733,atl,PUNT,"3 PLAYS, 4 YARDS, 2:02",1st & 10 at ATL 20,401326458
2734,no,DOWNS,"6 PLAYS, 29 YARDS, 2:44",1st & 10 at NO 35,401326458
2735,atl,DOWNS,"4 PLAYS, 8 YARDS, 1:20",1st & 10 at ATL 36,401326458
2736,no,PUNT,"3 PLAYS, -2 YARDS, 1:48",1st & 10 at ATL 44,401326458
2737,atl,TOUCHDOWN,"15 PLAYS, 92 YARDS, 5:30",1st & 10 at ATL 8,401326458
2738,no,END OF HALF,"0 PLAYS, 0 YARDS, 0:06",,401326458
2739,no,FIELD GOAL,"12 PLAYS, 60 YARDS, 5:24",1st & 10 at NO 23,401326458
2740,atl,TOUCHDOWN,"7 PLAYS, 81 YARDS, 4:23",1st & 10 at ATL 19,401326458
2741,no,FIELD GOAL,"11 PLAYS, 45 YARDS, 5:24",1st & 10 at NO 21,401326458
2742,atl,PUNT,"4 PLAYS, 16 YARDS, 1:45",1st & 10 at ATL 23,401326458
2743,no,FUMBLE,"4 PLAYS, 12 YARDS, 2:18",1st & 10 at NO 26,401326458
2744,atl,TOUCHDOWN,"1 PLAY, 6 YARDS, 0:07",1st & Goal at NO 6,401326458
2745,no,TOUCHDOWN,"8 PLAYS, 66 YARDS, 2:42",1st & 10 at NO 34,401326458
2746,atl,PUNT,"3 PLAYS, 1 YARD, 2:31",1st & 10 at ATL 25,401326458
2747,no,TOUCHDOWN,"6 PLAYS, 54 YARDS, 0:51",1st & 10 at NO 46,401326458
2748,atl,PUNT,"3 PLAYS, -7 YARDS, 1:49",1st & 10 at ATL 25,401326458
2749,no,TOUCHDOWN,"5 PLAYS, 43 YARDS, 1:45",1st & 10 at ATL 43,401326458
2750,atl,FIELD GOAL,"5 PLAYS, 64 YARDS, 1:01",1st & 10 at ATL 25,401326458
2751,nyg,TOUCHDOWN,"7 PLAYS, 75 YARDS, 4:14",1st & 10 at NYG 25,401326459
2752,lv,TOUCHDOWN,"10 PLAYS, 73 YARDS, 5:02",1st & 10 at LV 27,401326459
2753,nyg,PUNT,"5 PLAYS, 17 YARDS, 3:07",1st & 10 at NYG 25,401326459
2754,lv,PUNT,"3 PLAYS, 5 YARDS, 1:07",1st & 10 at LV 16,401326459
2755,nyg,FUMBLE,"1 PLAY, -4 YARDS, 0:07",1st & 10 at NYG 34,401326459
2756,lv,FIELD GOAL,"6 PLAYS, 24 YARDS, 1:35",1st & 10 at NYG 30,401326459
2757,nyg,PUNT,"8 PLAYS, 11 YARDS, 5:24",1st & 10 at NYG 18,401326459
2758,lv,PUNT,"3 PLAYS, 3 YARDS, 0:46",1st & 10 at LV 13,401326459
2759,nyg,FIELD GOAL,"9 PLAYS, 43 YARDS, 5:14",1st & 10 at NYG 40,401326459
2760,lv,FIELD GOAL,"10 PLAYS, 56 YARDS, 3:18",1st & 10 at LV 30,401326459
2761,nyg,END OF HALF,"0 PLAYS, 0 YARDS, 0:06",,401326459
2762,lv,INTERCEPTION TOUCHDOWN,"3 PLAYS, 3 YARDS, 1:32",1st & 10 at LV 32,401326459
2763,lv,FIELD GOAL,"15 PLAYS, 85 YARDS, 8:08",1st & 10 at LV 8,401326459
2764,nyg,FIELD GOAL,"13 PLAYS, 62 YARDS, 6:13",1st & 10 at NYG 25,401326459
2765,lv,MISSED FG,"8 PLAYS, 70 YARDS, 4:39",1st & 10 at LV 23,401326459
2766,nyg,PUNT,"7 PLAYS, 29 YARDS, 3:18",1st & 10 at NYG 20,401326459
2767,lv,INTERCEPTION,"3 PLAYS, 12 YARDS, 0:58",1st & 10 at LV 12,401326459
2768,nyg,FIELD GOAL,"6 PLAYS, 30 YARDS, 1:51",1st & 10 at 50,401326459
2769,lv,FUMBLE,"10 PLAYS, 52 YARDS, 2:44",1st & 10 at LV 25,401326459
2770,nyg,END OF GAME,"1 PLAY, -1 YARD, 0:37",1st & 10 at NYG 23,401326459
2771,phi,PUNT,"6 PLAYS, 28 YARDS, 2:21",1st & 10 at PHI 27,401326460
2772,lac,DOWNS,"15 PLAYS, 98 YARDS, 6:56",1st & 10 at LAC 1,401326460
2773,phi,PUNT,"3 PLAYS, 3 YARDS, 1:34",1st & 10 at PHI 1,401326460
2774,lac,TOUCHDOWN,"6 PLAYS, 38 YARDS, 3:19",1st & 10 at PHI 38,401326460
2775,phi,TOUCHDOWN,"10 PLAYS, 75 YARDS, 4:30",1st & 10 at PHI 25,401326460
2776,lac,DOWNS,"7 PLAYS, 50 YARDS, 3:55",1st & 10 at LAC 24,401326460
2777,phi,FIELD GOAL,"16 PLAYS, 68 YARDS, 7:04",1st & 10 at PHI 26,401326460
2778,lac,END OF HALF,"1 PLAY, 11 YARDS, 0:21",1st & 10 at LAC 19,401326460
2779,lac,FIELD GOAL,"9 PLAYS, 57 YARDS, 4:27",1st & 10 at LAC 31,401326460
2780,phi,PUNT,"3 PLAYS, -1 YARD, 1:53",1st & 10 at PHI 25,401326460
2781,lac,TOUCHDOWN,"4 PLAYS, 66 YARDS, 1:56",1st & 10 at LAC 34,401326460
2782,phi,TOUCHDOWN,"10 PLAYS, 85 YARDS, 3:34",1st & 10 at PHI 15,401326460
2783,lac,TOUCHDOWN,"10 PLAYS, 61 YARDS, 6:38",1st & 10 at LAC 39,401326460
2784,phi,TOUCHDOWN,"10 PLAYS, 78 YARDS, 5:25",1st & 10 at PHI 22,401326460
2785,lac,FIELD GOAL,"15 PLAYS, 64 YARDS, 6:05",1st & 10 at LAC 25,401326460
2786,phi,END OF GAME,"0 PLAYS, 0 YARDS, 0:02",,401326460
2787,gb,PUNT,"3 PLAYS, 4 YARDS, 1:09",1st & 10 at GB 24,401326461
2788,kc,TOUCHDOWN,"15 PLAYS, 64 YARDS, 7:55",1st & 10 at KC 36,401326461
2789,gb,MISSED FG,"9 PLAYS, 53 YARDS, 5:08",1st & 10 at GB 25,401326461
2790,kc,DOWNS,"4 PLAYS, 7 YARDS, 0:54",1st & 10 at KC 30,401326461
2791,gb,BLOCKED FG,"6 PLAYS, 18 YARDS, 4:13",1st & 10 at KC 37,401326461
2792,kc,PUNT,"6 PLAYS, 25 YARDS, 2:22",1st & 10 at KC 19,401326461
2793,gb,PUNT,"6 PLAYS, 43 YARDS, 3:48",1st & 10 at GB 2,401326461
2794,kc,PUNT,"3 PLAYS, 9 YARDS, 1:50",1st & 10 at KC 20,401326461
2795,kc,FIELD GOAL,"4 PLAYS, 4 YARDS, 0:50",1st & Goal at GB 10,401326461
2796,gb,DOWNS,"5 PLAYS, 40 YARDS, 1:24",1st & 10 at GB 22,401326461
2797,kc,FIELD GOAL,"5 PLAYS, 25 YARDS, 0:26",1st & 10 at KC 38,401326461
2798,gb,END OF HALF,"0 PLAYS, 0 YARDS, 0:01",,401326461
2799,kc,PUNT,"3 PLAYS, 0 YARDS, 1:30",1st & 10 at KC 25,401326461
2800,gb,PUNT,"3 PLAYS, 2 YARDS, 1:19",1st & 10 at GB 12,401326461
2801,kc,PUNT,"3 PLAYS, 7 YARDS, 0:47",1st & 10 at KC 23,401326461
2802,gb,PUNT,"6 PLAYS, 16 YARDS, 4:40",1st & 10 at GB 15,401326461
2803,kc,PUNT,"10 PLAYS, 39 YARDS, 5:55",1st & 10 at KC 9,401326461
2804,gb,INTERCEPTION,"14 PLAYS, 68 YARDS, 6:54",1st & 10 at GB 8,401326461
2805,kc,PUNT,"3 PLAYS, -1 YARD, 1:04",1st & 10 at KC 5,401326461
2806,gb,TOUCHDOWN,"10 PLAYS, 53 YARDS, 2:57",1st & 10 at GB 47,401326461
2807,kc,END OF GAME,"9 PLAYS, 43 YARDS, 4:54",1st & 10 at KC 20,401326461
2808,sf,PUNT,"6 PLAYS, 28 YARDS, 2:25",1st & 10 at SF 26,401326462
2809,ari,PUNT,"5 PLAYS, 13 YARDS, 1:58",1st & 10 at ARI 12,401326462
2810,sf,FUMBLE,"1 PLAY, 18 YARDS, 0:08",1st & 10 at SF 32,401326462
2811,ari,TOUCHDOWN,"9 PLAYS, 57 YARDS, 4:21",1st & 10 at ARI 43,401326462
2812,sf,PUNT,"4 PLAYS, 11 YARDS, 1:30",1st & 10 at SF 25,401326462
2813,ari,TOUCHDOWN,"8 PLAYS, 80 YARDS, 3:59",1st & 10 at ARI 20,401326462
2814,sf,FUMBLE,"6 PLAYS, 68 YARDS, 3:14",1st & 10 at SF 24,401326462
2815,ari,FIELD GOAL,"14 PLAYS, 85 YARDS, 8:23",1st & 10 at ARI 7,401326462
2816,sf,TOUCHDOWN,"9 PLAYS, 75 YARDS, 3:46",1st & 10 at SF 25,401326462
2817,ari,END OF HALF,"1 PLAY, -1 YARD, 0:16",1st & 10 at ARI 26,401326462
2818,ari,TOUCHDOWN,"3 PLAYS, 72 YARDS, 1:27",1st & 10 at ARI 28,401326462
2819,sf,PUNT,"3 PLAYS, -9 YARDS, 1:41",1st & 10 at SF 25,401326462
2820,ari,TOUCHDOWN,"7 PLAYS, 71 YARDS, 3:47",1st & 10 at ARI 29,401326462
2821,sf,TOUCHDOWN,"6 PLAYS, 75 YARDS, 3:09",1st & 10 at SF 25,401326462
2822,ari,PUNT,"6 PLAYS, 21 YARDS, 3:48",1st & 10 at ARI 9,401326462
2823,sf,PUNT,"7 PLAYS, 46 YARDS, 3:06",1st & 10 at SF 15,401326462
2824,ari,PUNT,"3 PLAYS, 1 YARD, 2:05",1st & 10 at ARI 11,401326462
2825,sf,FIELD GOAL,"7 PLAYS, 28 YARDS, 2:34",1st & 10 at ARI 36,401326462
2826,ari,PUNT,"9 PLAYS, 20 YARDS, 4:51",1st & 10 at ARI 29,401326462
2827,sf,INTERCEPTION,"3 PLAYS, 5 YARDS, 0:29",1st & 10 at SF 20,401326462
2828,ari,DOWNS,"4 PLAYS, 9 YARDS, 1:52",1st & 10 at SF 32,401326462
2829,sf,END OF GAME,"5 PLAYS, 18 YARDS, 1:11",1st & 10 at SF 24,401326462
2830,lar,PUNT,"7 PLAYS, 18 YARDS, 4:33",1st & 10 at LAR 25,401326463
2831,ten,INTERCEPTION,"4 PLAYS, 19 YARDS, 1:54",1st & 10 at TEN 20,401326463
2832,lar,FIELD GOAL,"10 PLAYS, 49 YARDS, 4:47",1st & 10 at LAR 35,401326463
2833,ten,PUNT,"3 PLAYS, 5 YARDS, 2:02",1st & 10 at TEN 25,401326463
2834,lar,PUNT,"4 PLAYS, -5 YARDS, 1:29",1st & 10 at LAR 29,401326463
2835,ten,PUNT,"3 PLAYS, 4 YARDS, 1:12",1st & 10 at TEN 35,401326463
2836,lar,INTERCEPTION,"3 PLAYS, 6 YARDS, 1:38",1st & 10 at LAR 4,401326463
2837,ten,TOUCHDOWN,"1 PLAY, 2 YARDS, 0:04",1st & Goal at LAR 2,401326463
2838,lar,INTERCEPTION TOUCHDOWN,"1 PLAY, 0 YARDS, 0:11",1st & 10 at LAR 21,401326463
2839,lar,PUNT,"4 PLAYS, 6 YARDS, 2:21",1st & 10 at LAR 13,401326463
2840,ten,TOUCHDOWN,"14 PLAYS, 64 YARDS, 7:39",1st & 10 at TEN 36,401326463
2841,lar,PUNT,"4 PLAYS, 7 YARDS, 0:56",1st & 10 at LAR 20,401326463
2842,ten,END OF HALF,"6 PLAYS, 20 YARDS, 1:14",1st & 10 at TEN 28,401326463
2843,ten,PUNT,"6 PLAYS, 28 YARDS, 2:30",1st & 10 at TEN 25,401326463
2844,lar,FIELD GOAL,"11 PLAYS, 84 YARDS, 4:15",1st & 10 at LAR 12,401326463
2845,ten,PUNT,"3 PLAYS, 9 YARDS, 2:41",1st & 10 at TEN 20,401326463
2846,lar,FIELD GOAL,"11 PLAYS, 35 YARDS, 5:39",1st & 10 at LAR 29,401326463
2847,ten,PUNT,"8 PLAYS, 25 YARDS, 4:20",1st & 10 at TEN 23,401326463
2848,lar,DOWNS,"8 PLAYS, 43 YARDS, 3:56",1st & 10 at LAR 17,401326463
2849,ten,TOUCHDOWN,"7 PLAYS, 59 YARDS, 3:39",1st & 10 at TEN 41,401326463
2850,lar,TOUCHDOWN,"14 PLAYS, 75 YARDS, 2:36",1st & 10 at LAR 25,401326463
2851,ten,END OF GAME,"1 PLAY, -1 YARD, 0:24",1st & 10 at LAR 49,401326463
2852,chi,PUNT,"3 PLAYS, 8 YARDS, 1:58",1st & 10 at CHI 22,401326464
2853,pit,TOUCHDOWN,"6 PLAYS, 59 YARDS, 3:20",1st & 10 at PIT 41,401326464
2854,chi,PUNT,"3 PLAYS, 4 YARDS, 2:02",1st & 10 at CHI 11,401326464
2855,pit,PUNT,"6 PLAYS, 8 YARDS, 3:11",1st & 10 at PIT 42,401326464
2856,chi,INTERCEPTION,"5 PLAYS, 30 YARDS, 2:26",1st & 10 at CHI 12,401326464
2857,pit,TOUCHDOWN,"9 PLAYS, 36 YARDS, 3:41",1st & 10 at CHI 36,401326464
2858,chi,PUNT,"3 PLAYS, 7 YARDS, 1:33",1st & 10 at CHI 25,401326464
2859,pit,PUNT,"4 PLAYS, 3 YARDS, 2:37",1st & 10 at PIT 17,401326464
2860,chi,PUNT,"4 PLAYS, 12 YARDS, 2:28",1st & 10 at CHI 48,401326464
2861,pit,PUNT,"3 PLAYS, 9 YARDS, 1:57",1st & 10 at PIT 9,401326464
2862,chi,FIELD GOAL,"12 PLAYS, 52 YARDS, 4:32",1st & 10 at CHI 36,401326464
2863,pit,END OF HALF,"1 PLAY, -1 YARD, 0:15",1st & 10 at PIT 25,401326464
2864,pit,PUNT,"3 PLAYS, 22 YARDS, 2:18",1st & 10 at PIT 30,401326464
2865,chi,FIELD GOAL,"10 PLAYS, 89 YARDS, 4:59",1st & 10 at CHI 7,401326464
2866,pit,TOUCHDOWN,"9 PLAYS, 75 YARDS, 5:35",1st & 10 at PIT 25,401326464
2867,chi,TOUCHDOWN,"6 PLAYS, 82 YARDS, 2:51",1st & 10 at CHI 18,401326464
2868,pit,FIELD GOAL,"4 PLAYS, 39 YARDS, 2:23",1st & 10 at PIT 25,401326464
2869,chi,FUMBLE,"0 PLAYS, 0 YARDS, 0:07",,401326464
2870,pit,PUNT,"6 PLAYS, 3 YARDS, 3:49",1st & 10 at CHI 42,401326464
2871,chi,FUMBLE RETURN TOUCHDOWN,"3 PLAYS, 3 YARDS, 1:27",1st & 10 at CHI 20,401326464
2872,pit,FIELD GOAL,"11 PLAYS, 41 YARDS, 3:39",1st & 10 at PIT 25,401326464
2873,chi,TOUCHDOWN,"7 PLAYS, 75 YARDS, 1:06",1st & 10 at CHI 25,401326464
2874,pit,FIELD GOAL,"7 PLAYS, 52 YARDS, 1:20",1st & 10 at PIT 25,401326464
2875,chi,MISSED FG,"5 PLAYS, 28 YARDS, 0:26",1st & 10 at CHI 25,401326464
2876,bal,FIELD GOAL,"9 PLAYS, 47 YARDS, 5:12",1st & 10 at BAL 25,401326465
2877,mia,PUNT,"5 PLAYS, 12 YARDS, 2:40",1st & 10 at MIA 25,401326465
2878,bal,MISSED FG,"8 PLAYS, 45 YARDS, 5:07",1st & 10 at BAL 25,401326465
2879,mia,PUNT,"3 PLAYS, -1 YARD, 1:02",1st & 10 at MIA 38,401326465
2880,bal,PUNT,"3 PLAYS, -4 YARDS, 1:10",1st & 10 at BAL 23,401326465
2881,mia,PUNT,"3 PLAYS, 4 YARDS, 1:35",1st & 10 at MIA 42,401326465
2882,bal,PUNT,"3 PLAYS, 6 YARDS, 1:42",1st & 10 at BAL 16,401326465
2883,mia,FIELD GOAL,"10 PLAYS, 46 YARDS, 5:14",1st & 10 at MIA 41,401326465
2884,bal,PUNT,"4 PLAYS, 16 YARDS, 2:22",1st & 10 at BAL 20,401326465
2885,mia,PUNT,"6 PLAYS, 13 YARDS, 2:09",1st & 10 at MIA 11,401326465
2886,bal,PUNT,"4 PLAYS, 18 YARDS, 0:56",1st & 10 at BAL 27,401326465
